"fipscty","naics","est"
"067","54183/",5
"067","541830",5
"067","54184/",6
"067","541840",6
"067","54185/",10
"067","541850",10
"067","54186/",9
"067","541860",9
"067","54189/",24
"067","541890",24
"067","5419//",234
"067","54191/",14
"067","541910",14
"067","54192/",45
"067","541921",34
"067","541922",11
"067","54193/",17
"067","541930",17
"067","54194/",95
"067","541940",95
"067","54199/",63
"067","541990",63
"067","55----",183
"067","551///",183
"067","5511//",183
"067","55111/",183
"067","551112",8
"067","551114",175
"067","56----",1626
"067","561///",1568
"067","5611//",132
"067","56111/",132
"067","561110",132
"067","5612//",26
"067","56121/",26
"067","561210",26
"067","5613//",215
"067","56131/",33
"067","561311",21
"067","561312",12
"067","56132/",168
"067","561320",168
"067","56133/",14
"067","561330",14
"067","5614//",153
"067","56141/",11
"067","561410",11
"067","56142/",21
"067","561421",6
"067","561422",15
"067","56143/",50
"067","561431",22
"067","561439",28
"067","56144/",20
"067","561440",20
"067","56145/",1
"067","561450",1
"067","56149/",50
"067","561491",11
"067","561492",23
"067","561499",16
"067","5615//",44
"067","56151/",38
"067","561510",38
"067","56152/",2
"067","561520",2
"067","56159/",4
"067","561591",3
"067","561599",1
"067","5616//",185
"067","56161/",124
"067","561611",37
"067","561612",83
"067","561613",4
"067","56162/",61
"067","561621",42
"067","561622",19
"067","5617//",737
"067","56171/",75
"067","561710",75
"067","56172/",201
"067","561720",201
"067","56173/",336
"067","561730",336
"067","56174/",39
"067","561740",39
"067","56179/",86
"067","561790",86
"067","5619//",76
"067","56191/",8
"067","561910",8
"067","56192/",21
"067","561920",21
"067","56199/",47
"067","561990",47
"067","562///",58
"067","5621//",21
"067","56211/",21
"067","562111",20
"067","562119",1
"067","5622//",9
"067","56221/",9
"067","562211",5
"067","562212",3
"067","562219",1
"067","5629//",28
"067","56291/",14
"067","562910",14
"067","56292/",5
"067","562920",5
"067","56299/",9
"067","562991",5
"067","562998",4
"067","61----",474
"067","611///",474
"067","6111//",102
"067","61111/",102
"067","611110",102
"067","6112//",9
"067","61121/",9
"067","611210",9
"067","6113//",21
"067","61131/",21
"067","611310",21
"067","6114//",37
"067","61141/",1
"067","611410",1
"067","61142/",7
"067","611420",7
"067","61143/",29
"067","611430",29
"067","6115//",50
"067","61151/",50
"067","611511",8
"067","611512",6
"067","611513",8
"067","611519",28
"067","6116//",211
"067","61161/",30
"067","611610",30
"067","61162/",77
"067","611620",77
"067","61163/",5
"067","611630",5
"067","61169/",99
"067","611691",53
"067","611692",9
"067","611699",37
"067","6117//",44
"067","61171/",44
"067","611710",44
"067","62----",3558
"067","621///",2340
"067","6211//",715
"067","62111/",715
"067","621111",677
"067","621112",38
"067","6212//",775
"067","62121/",775
"067","621210",775
"067","6213//",485
"067","62131/",149
"067","621310",149
"067","62132/",97
"067","621320",97
"067","62133/",72
"067","621330",72
"067","62134/",92
"067","621340",92
"067","62139/",75
"067","621391",17
"067","621399",58
"067","6214//",159
"067","62141/",13
"067","621410",13
"067","62142/",48
"067","621420",48
"067","62149/",98
"067","621491",9
"067","621492",34
"067","621493",25
"067","621498",30
"067","6215//",67
"067","62151/",67
"067","621511",55
"067","621512",12
"067","6216//",98
"067","62161/",98
"067","621610",98
"067","6219//",41
"067","62191/",19
"067","621910",19
"067","62199/",22
"067","621991",9
"067","621999",13
"067","622///",20
"067","6221//",15
"067","62211/",15
"067","622110",15
"067","6222//",4
"067","62221/",4
"067","622210",4
"067","6223//",1
"067","62231/",1
"067","622310",1
"067","623///",492
"067","6231//",71
"067","62311/",71
"067","623110",71
"067","6232//",125
"067","62321/",83
"067","623210",83
"067","62322/",42
"067","623220",42
"067","6233//",249
"067","62331/",249
"067","623311",14
"067","623312",235
"067","6239//",47
"067","62399/",47
"067","623990",47
"067","624///",706
"067","6241//",303
"067","62411/",48
"067","624110",48
"067","62412/",119
"067","624120",119
"067","62419/",136
"067","624190",136
"067","6242//",41
"067","62421/",12
"067","624210",12
"067","62422/",27
"067","624221",16
"067","624229",11
"067","62423/",2
"067","624230",2
"067","6243//",31
"067","62431/",31
"067","624310",31
"067","6244//",331
"067","62441/",331
"067","624410",331
"067","71----",372
"067","711///",98
"067","7111//",21
"067","71111/",7
"067","711110",7
"067","71112/",1
"067","711120",1
"067","71113/",12
"067","711130",12
"067","71119/",1
"067","711190",1
"067","7112//",14
"067","71121/",14
"067","711211",4
"067","711212",1
"067","711219",9
"067","7113//",20
"067","71131/",10
"067","711310",10
"067","71132/",10
"067","711320",10
"067","7114//",9
"067","71141/",9
"067","711410",9
"067","7115//",34
"067","71151/",34
"067","711510",34
"067","712///",16
"067","7121//",16
"067","71211/",11
"067","712110",11
"067","71213/",2
"067","712130",2
"067","71219/",3
"067","712190",3
"067","713///",258
"067","7131//",8
"067","71311/",2
"067","713110",2
"067","71312/",6
"067","713120",6
"067","7132//",14
"067","71321/",3
"067","713210",3
"067","71329/",11
"067","713290",11
"067","7139//",236
"067","71391/",20
"067","713910",20
"067","71393/",13
"067","713930",13
"067","71394/",148
"067","713940",148
"067","71395/",5
"067","713950",5
"067","71399/",50
"067","713990",50
"067","72----",2780
"067","721///",138
"067","7211//",124
"067","72111/",121
"067","721110",121
"067","72119/",3
"067","721191",2
"067","721199",1
"067","7212//",11
"067","72121/",11
"067","721211",10
"067","721214",1
"067","7213//",3
"067","72131/",3
"067","721310",3
"067","722///",2642
"067","7223//",121
"067","72231/",57
"067","722310",57
"067","72232/",45
"067","722320",45
"067","72233/",19
"067","722330",19
"067","7224//",107
"067","72241/",107
"067","722410",107
"067","7225//",2414
"067","72251/",2414
"067","722511",981
"067","722513",1075
"067","722514",34
"067","722515",324
"067","81----",2947
"067","811///",890
"067","8111//",710
"067","81111/",390
"067","811111",336
"067","811112",12
"067","811113",25
"067","811118",17
"067","81112/",171
"067","811121",141
"067","811122",30
"067","81119/",149
"067","811191",30
"067","811192",58
"067","811198",61
"067","8112//",52
"067","81121/",52
"067","811211",11
"067","811212",20
"067","811213",8
"067","811219",13
"067","8113//",50
"067","81131/",50
"067","811310",50
"067","8114//",78
"067","81141/",26
"067","811411",7
"067","811412",19
"067","81142/",14
"067","811420",14
"067","81143/",4
"067","811430",4
"067","81149/",34
"067","811490",34
"067","812///",905
"067","8121//",578
"067","81211/",477
"067","812111",9
"067","812112",274
"067","812113",194
"067","81219/",101
"067","812191",13
"067","812199",88
"067","8122//",49
"067","81221/",39
"067","812210",39
"067","81222/",10
"067","812220",10
"067","8123//",126
"067","81231/",22
"067","812310",22
"067","81232/",87
"067","812320",87
"067","81233/",17
"067","812331",6
"067","812332",11
"067","8129//",152
"067","81291/",51
"067","812910",51
"067","81292/",1
"067","812921",1
"067","81293/",58
"067","812930",58
"067","81299/",42
"067","812990",42
"067","813///",1152
"067","8131//",485
"067","81311/",485
"067","813110",485
"067","8132//",71
"067","81321/",71
"067","813211",40
"067","813212",19
"067","813219",12
"067","8133//",120
"067","81331/",120
"067","813311",24
"067","813312",41
"067","813319",55
"067","8134//",88
"067","81341/",88
"067","813410",88
"067","8139//",388
"067","81391/",136
"067","813910",136
"067","81392/",77
"067","813920",77
"067","81393/",78
"067","813930",78
"067","81394/",69
"067","813940",69
"067","81399/",28
"067","813990",28
"067","99----",82
"069","------",965
"069","11----",9
"069","115///",9
"069","1151//",6
"069","11511/",6
"069","115112",1
"069","115114",3
"069","115115",1
"069","115116",1
"069","1152//",3
"069","11521/",3
"069","115210",3
"069","21----",5
"069","212///",4
"069","2123//",4
"069","21231/",2
"069","212311",1
"069","212312",1
"069","21232/",1
"069","212321",1
"069","21239/",1
"069","212399",1
"069","213///",1
"069","2131//",1
"069","21311/",1
"069","213111",1
"069","22----",1
"069","221///",1
"069","2211//",1
"069","22112/",1
"069","221122",1
"069","23----",165
"069","236///",38
"069","2361//",31
"069","23611/",31
"069","236115",14
"069","236116",1
"069","236117",6
"069","236118",10
"069","2362//",7
"069","23622/",7
"069","236220",7
"069","237///",5
"069","2371//",4
"069","23711/",2
"069","237110",2
"069","23713/",2
"069","237130",2
"069","2379//",1
"069","23799/",1
"069","237990",1
"069","238///",122
"069","2381//",24
"069","23811/",5
"069","238110",5
"069","23812/",2
"069","238120",2
"069","23813/",3
"069","238130",3
"069","23814/",7
"069","238140",7
"069","23815/",2
"069","238150",2
"069","23816/",3
"069","238160",3
"069","23817/",1
"069","238170",1
"069","23819/",1
"069","238190",1
"069","2382//",54
"069","23821/",22
"069","238210",22
"069","23822/",29
"069","238220",29
"069","23829/",3
"069","238290",3
"069","2383//",28
"069","23831/",11
"069","238310",11
"069","23832/",9
"069","238320",9
"069","23833/",2
"069","238330",2
"069","23834/",2
"069","238340",2
"069","23835/",3
"069","238350",3
"069","23839/",1
"069","238390",1
"069","2389//",16
"069","23891/",9
"069","238910",9
"069","23899/",7
"069","238990",7
"069","31----",56
"069","311///",10
"069","3111//",1
"069","31111/",1
"069","311111",1
"069","3113//",3
"069","31135/",3
"069","311351",1
"069","311352",2
"069","3114//",2
"069","31142/",2
"069","311421",1
"069","311423",1
"069","3118//",2
"069","31181/",2
"069","311811",2
"069","3119//",2
"069","31191/",1
"069","311919",1
"069","31199/",1
"069","311991",1
"069","312///",9
"069","3121//",9
"069","31213/",9
"069","312130",9
"069","321///",5
"069","3212//",1
"069","32121/",1
"069","321214",1
"069","3219//",4
"069","32191/",2
"069","321911",2
"069","32199/",2
"069","321992",1
"069","321999",1
"069","322///",1
"069","3222//",1
"069","32222/",1
"069","322220",1
"069","325///",4
"069","3251//",1
"069","32519/",1
"069","325199",1
"069","3253//",2
"069","32531/",2
"069","325314",2
"069","3259//",1
"069","32592/",1
"069","325920",1
"069","326///",1
"069","3261//",1
"069","32619/",1
"069","326199",1
"069","327///",7
"069","3271//",1
"069","32712/",1
"069","327120",1
"069","3273//",4
"069","32732/",1
"069","327320",1
"069","32733/",1
"069","327331",1
"069","32739/",2
"069","327390",2
"069","3279//",2
"069","32799/",2
"069","327991",1
"069","327999",1
"069","332///",6
"069","3323//",2
"069","33231/",1
"069","332312",1
"069","33232/",1
"069","332322",1
"069","3327//",1
"069","33271/",1
"069","332710",1
"069","3328//",2
"069","33281/",2
"069","332811",1
"069","332812",1
"069","3329//",1
"069","33299/",1
"069","332999",1
"069","333///",7
"069","3332//",2
"069","33324/",2
"069","333241",1
"069","333249",1
"069","3333//",1
"069","33331/",1
"069","333314",1
"069","3334//",1
"069","33341/",1
"069","333413",1
"069","3339//",3
"069","33392/",1
"069","333922",1
"069","33399/",2
"069","333999",2
"069","334///",1
"069","3342//",1
"069","33422/",1
"069","334220",1
"069","335///",1
"069","3359//",1
"069","33592/",1
"069","335929",1
"069","336///",1
"069","3363//",1
"069","33639/",1
"069","336390",1
"069","337///",1
"069","3371//",1
"069","33711/",1
"069","337110",1
"069","339///",2
"069","3391//",2
"069","33911/",2
"069","339113",2
"069","42----",45
"069","423///",18
"069","4231//",1
"069","42312/",1
"069","423120",1
"069","4233//",1
"069","42331/",1
"069","423310",1
"069","4234//",2
"069","42346/",1
"069","423460",1
"069","42349/",1
"069","423490",1
"069","4236//",4
"069","42361/",2
"069","423610",2
"069","42369/",2
"069","423690",2
"069","4237//",2
"069","42372/",1
"069","423720",1
"069","42374/",1
"069","423740",1
"069","4238//",3
"069","42381/",1
"069","423810",1
"069","42383/",2
"069","423830",2
"069","4239//",5
"069","42393/",4
"069","423930",4
"069","42399/",1
"069","423990",1
"069","424///",21
"069","4242//",3
"069","42421/",3
"069","424210",3
"069","4243//",1
"069","42432/",1
"069","424320",1
"069","4244//",5
"069","42442/",2
"069","424420",2
"069","42448/",3
"069","424480",3
"069","4245//",2
"069","42451/",1
"069","424510",1
"069","42452/",1
"069","424520",1
"069","4246//",3
"069","42469/",3
"069","424690",3
"069","4249//",7
"069","42491/",5
"069","424910",5
"069","42493/",1
"069","424930",1
"069","42499/",1
"069","424990",1
"069","425///",6
"069","4251//",6
"069","42512/",6
"069","425120",6
"069","44----",98
"069","441///",17
"069","4411//",5
"069","44111/",3
"069","441110",3
"069","44112/",2
"069","441120",2
"069","4412//",3
"069","44122/",3
"069","441228",3
"069","4413//",9
"069","44131/",5
"069","441310",5
"069","44132/",4
"069","441320",4
"069","442///",2
"069","4421//",1
"069","44211/",1
"069","442110",1
"069","4422//",1
"069","44221/",1
"069","442210",1
"069","443///",2
"069","4431//",2
"069","44314/",2
"069","443142",2
"069","444///",13
"069","4441//",8
"069","44413/",3
"069","444130",3
"069","44419/",5
"069","444190",5
"069","4442//",5
"069","44422/",5
"069","444220",5
"069","445///",22
"069","4451//",15
"069","44511/",9
"069","445110",9
"069","44512/",6
"069","445120",6
"069","4452//",1
"069","44529/",1
"069","445299",1
"069","4453//",6
"069","44531/",6
"069","445310",6
"069","446///",6
"069","4461//",6
"069","44611/",3
"069","446110",3
"069","44612/",1
"069","446120",1
"069","44619/",2
"069","446191",1
"069","446199",1
"069","447///",8
"069","4471//",8
"069","44711/",6
"069","447110",6
"069","44719/",2
"069","447190",2
"069","448///",5
"069","4481//",4
"069","44812/",4
"069","448120",4
"069","4482//",1
"069","44821/",1
"069","448210",1
"069","451///",4
"069","4511//",3
"069","45111/",2
"069","451110",2
"069","45113/",1
"069","451130",1
"069","4512//",1
"069","45121/",1
"069","451211",1
"069","452///",6
"069","4521//",2
"069","45211/",2
"069","452112",2
"069","4529//",4
"069","45299/",4
"069","452990",4
"069","453///",10
"069","4531//",2
"069","45311/",2
"069","453110",2
"069","4532//",2
"069","45322/",2
"069","453220",2
"069","4533//",2
"069","45331/",2
"069","453310",2
"069","4539//",4
"069","45391/",1
"069","453910",1
"069","45392/",1
"069","453920",1
"069","45399/",2
"069","453991",1
"069","453998",1
"069","454///",3
"069","4541//",2
"069","45411/",2
"069","454111",2
"069","4543//",1
"069","45431/",1
"069","454310",1
"069","48----",44
"069","484///",30
"069","4841//",13
"069","48411/",8
"069","484110",8
"069","48412/",5
"069","484121",5
"069","4842//",17
"069","48421/",1
"069","484210",1
"069","48422/",12
"069","484220",12
"069","48423/",4
"069","484230",4
"069","485///",3
"069","4851//",1
"069","48511/",1
"069","485113",1
"069","4853//",1
"069","48532/",1
"069","485320",1
"069","4855//",1
"069","48551/",1
"069","485510",1
"069","487///",1
"069","4879//",1
"069","48799/",1
"069","487990",1
"069","488///",5
"069","4881//",2
"069","48819/",2
"069","488190",2
"069","4884//",2
"069","48841/",2
"069","488410",2
"069","4889//",1
"069","48899/",1
"069","488991",1
"069","492///",1
"069","4922//",1
"069","49221/",1
"069","492210",1
"069","493///",4
"069","4931//",4
"069","49311/",3
"069","493110",3
"069","49319/",1
"069","493190",1
"069","51----",10
"069","511///",1
"069","5111//",1
"069","51111/",1
"069","511110",1
"069","512///",2
"069","5121//",2
"069","51211/",1
"069","512110",1
"069","51213/",1
"069","512131",1
"069","517///",6
"069","5171//",3
"069","51711/",3
"069","517110",3
"069","5172//",2
"069","51721/",2
"069","517210",2
"069","5179//",1
"069","51791/",1
"069","517911",1
"069","519///",1
"069","5191//",1
"069","51913/",1
"069","519130",1
"069","52----",42
"069","522///",17
"069","5221//",9
"069","52211/",8
"069","522110",8
"069","52213/",1
"069","522130",1
"069","5222//",2
"069","52229/",2
"069","522292",2
"069","5223//",6
"069","52231/",2
"069","522310",2
"069","52239/",4
"069","522390",4
"069","523///",3
"069","5231//",1
"069","52312/",1
"069","523120",1
"069","5239//",2
"069","52392/",1
"069","523920",1
"069","52393/",1
"069","523930",1
"069","524///",22
"069","5241//",4
"069","52412/",4
"069","524126",3
"069","524127",1
"069","5242//",18
"069","52421/",18
"069","524210",18
"069","53----",51
"069","531///",44
"069","5311//",16
"069","53111/",6
"069","531110",6
"069","53112/",4
"069","531120",4
"069","53113/",5
"069","531130",5
"069","53119/",1
"069","531190",1
"069","5312//",15
"069","53121/",15
"069","531210",15
"069","5313//",13
"069","53131/",9
"069","531311",9
"069","53132/",3
"069","531320",3
"069","53139/",1
"069","531390",1
"069","532///",7
"069","5321//",1
"069","53211/",1
"069","532111",1
"069","5322//",3
"069","53221/",1
"069","532210",1
"069","53223/",1
"069","532230",1
"069","53229/",1
"069","532292",1
"069","5323//",1
"069","53231/",1
"069","532310",1
"069","5324//",2
"069","53249/",2
"069","532490",2
"069","54----",68
"069","541///",68
"069","5411//",13
"069","54111/",12
"069","541110",12
"069","54119/",1
"069","541199",1
"069","5412//",15
"069","54121/",15
"069","541211",5
"069","541213",4
"069","541214",1
"069","541219",5
"069","5413//",15
"069","54131/",2
"069","541310",2
"069","54132/",1
"069","541320",1
"069","54133/",4
"069","541330",4
"069","54134/",1
"069","541340",1
"069","54135/",5
"069","541350",5
"069","54138/",2
"069","541380",2
"069","5414//",2
"069","54143/",2
"069","541430",2
"069","5415//",3
"069","54151/",3
"069","541511",3
"069","5416//",8
"069","54161/",5
"069","541611",2
"069","541613",3
"069","54169/",3
"069","541690",3
"069","5417//",2
"069","54171/",2
"069","541711",1
"069","541712",1
"069","5418//",2
"069","54181/",2
"069","541810",2
"069","5419//",8
"069","54191/",1
"069","541910",1
"069","54194/",6
"069","541940",6
"069","54199/",1
"069","541990",1
"069","55----",1
"069","551///",1
"069","5511//",1
"069","55111/",1
"069","551114",1
"069","56----",56
"069","561///",50
"069","5611//",2
"069","56111/",2
"069","561110",2
"069","5613//",5
"069","56132/",4
"069","561320",4
"069","56133/",1
"069","561330",1
"069","5614//",3
"069","56141/",1
"069","561410",1
"069","56143/",2
"069","561431",2
"069","5616//",7
"069","56161/",3
"069","561611",3
"069","56162/",4
"069","561621",2
"069","561622",2
"069","5617//",31
"069","56171/",5
"069","561710",5
"069","56172/",2
"069","561720",2
"069","56173/",17
"069","561730",17
"069","56174/",3
"069","561740",3
"069","56179/",4
"069","561790",4
"069","5619//",2
"069","56199/",2
"069","561990",2
"069","562///",6
"069","5621//",2
"069","56211/",2
"069","562111",1
"069","562112",1
"069","5622//",1
"069","56221/",1
"069","562211",1
"069","5629//",3
"069","56292/",2
"069","562920",2
"069","56299/",1
"069","562991",1
"069","61----",10
"069","611///",10
"069","6111//",2
"069","61111/",2
"069","611110",2
"069","6114//",1
"069","61143/",1
"069","611430",1
"069","6115//",1
"069","61151/",1
"069","611512",1
"069","6116//",5
"069","61162/",4
"069","611620",4
"069","61169/",1
"069","611692",1
"069","6117//",1
"069","61171/",1
"069","611710",1
"069","62----",98
"069","621///",65
"069","6211//",28
"069","62111/",28
"069","621111",27
"069","621112",1
"069","6212//",16
"069","62121/",16
"069","621210",16
"069","6213//",10
"069","62131/",2
"069","621310",2
"069","62132/",2
"069","621320",2
"069","62134/",5
"069","621340",5
"069","62139/",1
"069","621399",1
"069","6214//",6
"069","62141/",1
"069","621410",1
"069","62142/",2
"069","621420",2
"069","62149/",3
"069","621493",1
"069","621498",2
"069","6215//",1
"069","62151/",1
"069","621511",1
"069","6216//",3
"069","62161/",3
"069","621610",3
"069","6219//",1
"069","62191/",1
"069","621910",1
"069","622///",1
"069","6221//",1
"069","62211/",1
"069","622110",1
"069","623///",8
"069","6232//",2
"069","62321/",2
"069","623210",2
"069","6233//",4
"069","62331/",4
"069","623312",4
"069","6239//",2
"069","62399/",2
"069","623990",2
"069","624///",24
"069","6241//",5
"069","62411/",1
"069","624110",1
"069","62412/",3
"069","624120",3
"069","62419/",1
"069","624190",1
"069","6242//",4
"069","62421/",1
"069","624210",1
"069","62422/",3
"069","624221",2
"069","624229",1
"069","6243//",3
"069","62431/",3
"069","624310",3
"069","6244//",12
"069","62441/",12
"069","624410",12
"069","71----",19
"069","711///",5
"069","7111//",2
"069","71111/",1
"069","711110",1
"069","71113/",1
"069","711130",1
"069","7112//",1
"069","71121/",1
"069","711219",1
"069","7113//",2
"069","71131/",1
"069","711310",1
"069","71132/",1
"069","711320",1
"069","712///",1
"069","7121//",1
"069","71211/",1
"069","712110",1
"069","713///",13
"069","7139//",13
"069","71391/",2
"069","713910",2
"069","71394/",7
"069","713940",7
"069","71399/",4
"069","713990",4
"069","72----",93
"069","721///",12
"069","7211//",8
"069","72111/",8
"069","721110",8
"069","7212//",4
"069","72121/",4
"069","721211",4
"069","722///",81
"069","7223//",4
"069","72232/",4
"069","722320",4
"069","7224//",2
"069","72241/",2
"069","722410",2
"069","7225//",75
"069","72251/",75
"069","722511",36
"069","722513",28
"069","722515",11
"069","81----",90
"069","811///",35
"069","8111//",28
"069","81111/",12
"069","811111",11
"069","811113",1
"069","81112/",11
"069","811121",10
"069","811122",1
"069","81119/",5
"069","811191",1
"069","811192",3
"069","811198",1
"069","8112//",2
"069","81121/",2
"069","811212",2
"069","8113//",3
"069","81131/",3
"069","811310",3
"069","8114//",2
"069","81141/",2
"069","811411",1
"069","811412",1
"069","812///",30
"069","8121//",17
"069","81211/",14
"069","812112",5
"069","812113",9
"069","81219/",3
"069","812199",3
"069","8122//",2
"069","81221/",1
"069","812210",1
"069","81222/",1
"069","812220",1
"069","8123//",6
"069","81231/",3
"069","812310",3
"069","81232/",3
"069","812320",3
"069","8129//",5
"069","81291/",2
"069","812910",2
"069","81299/",3
"069","812990",3
"069","813///",25
"069","8131//",11
"069","81311/",11
"069","813110",11
"069","8132//",4
"069","81321/",4
"069","813211",3
"069","813219",1
"069","8133//",2
"069","81331/",2
"069","813311",1
"069","813319",1
"069","8134//",3
"069","81341/",3
"069","813410",3
"069","8139//",5
"069","81391/",4
"069","813910",4
"069","81399/",1
"069","813990",1
"069","99----",4
"071","------",34462
"071","11----",21
"071","113///",4
"071","1131//",1
"071","11311/",1
"071","113110",1
"071","1133//",3
"071","11331/",3
"071","113310",3
"071","115///",17
"071","1151//",4
"071","11511/",4
"071","115112",1
"071","115114",1
"071","115115",2
"071","1152//",12
"071","11521/",12
"071","115210",12
"071","1153//",1
"071","11531/",1
"071","115310",1
"071","21----",32
"071","211///",1
"071","2111//",1
"071","21111/",1
"071","211111",1
"071","212///",24
"071","2122//",2
"071","21221/",1
"071","212210",1
"071","21229/",1
"071","212299",1
"071","2123//",22
"071","21231/",7
"071","212312",3
"071","212313",2
"071","212319",2
"071","21232/",10
"071","212321",9
"071","212325",1
"071","21239/",5
"071","212391",2
"071","212399",3
"071","213///",7
"071","2131//",7
"071","21311/",7
"071","213111",2
"071","213112",4
"071","213115",1
"071","22----",95
"071","221///",95
"071","2211//",42
"071","22111/",12
"071","221111",2
"071","221112",4
"071","221114",3
"071","221115",1
"071","221118",2
"071","22112/",30
"071","221122",30
"071","2212//",16
"071","22121/",16
"071","221210",16
"071","2213//",37
"071","22131/",36
"071","221310",36
"071","22132/",1
"071","221320",1
"071","23----",3134
"071","236///",775
"071","2361//",547
"071","23611/",547
"071","236115",165
"071","236116",4
"071","236117",26
"071","236118",352
"071","2362//",228
"071","23621/",21
"071","236210",21
"071","23622/",207
"071","236220",207
"071","237///",194
"071","2371//",103
"071","23711/",54
"071","237110",54
"071","23712/",11
"071","237120",11
"071","23713/",38
"071","237130",38
"071","2372//",19
"071","23721/",19
"071","237210",19
"071","2373//",48
"071","23731/",48
"071","237310",48
"071","2379//",24
"071","23799/",24
"071","237990",24
"071","238///",2165
"071","2381//",441
"071","23811/",116
"071","238110",116
"071","23812/",38
"071","238120",38
"071","23813/",42
"071","238130",42
"071","23814/",53
"071","238140",53
"071","23815/",49
"071","238150",49
"071","23816/",114
"071","238160",114
"071","23817/",6
"071","238170",6
"071","23819/",23
"071","238190",23
"071","2382//",890
"071","23821/",387
"071","238210",387
"071","23822/",471
"071","238220",471
"071","23829/",32
"071","238290",32
"071","2383//",524
"071","23831/",109
"071","238310",109
"071","23832/",141
"071","238320",141
"071","23833/",63
"071","238330",63
"071","23834/",46
"071","238340",46
"071","23835/",126
"071","238350",126
"071","23839/",39
"071","238390",39
"071","2389//",310
"071","23891/",132
"071","238910",132
"071","23899/",178
"071","238990",178
"071","31----",1778
"071","311///",127
"071","3111//",4
"071","31111/",4
"071","311111",2
"071","311119",2
"071","3112//",4
"071","31121/",2
"071","311211",2
"071","31122/",2
"071","311225",2
"071","3113//",11
"071","31134/",2
"071","311340",2
"071","31135/",9
"071","311351",1
"071","311352",8
"071","3114//",14
"071","31141/",4
"071","311411",2
"071","311412",2
"071","31142/",10
"071","311421",8
"071","311423",2
"071","3115//",7
"071","31151/",4
"071","311511",1
"071","311513",1
"071","311514",2
"071","31152/",3
"071","311520",3
"071","3116//",13
"071","31161/",13
"071","311611",4
"071","311612",7
"071","311615",2
"071","3117//",1
"071","31171/",1
"071","311710",1
"071","3118//",48
"071","31181/",38
"071","311811",32
"071","311812",4
"071","311813",2
"071","31182/",6
"071","311821",1
"071","311824",5
"071","31183/",4
"071","311830",4
"071","3119//",25
"071","31191/",8
"071","311911",3
"071","311919",5
"071","31193/",1
"071","311930",1
"071","31194/",6
"071","311941",2
"071","311942",4
"071","31199/",10
"071","311991",2
"071","311999",8
"071","312///",33
"071","3121//",30
"071","31211/",9
"071","312111",3
"071","312112",4
"071","312113",2
"071","31212/",16
"071","312120",16
"071","31213/",5
"071","312130",5
"071","3122//",3
"071","31223/",3
"071","312230",3
"071","313///",6
"071","3131//",1
"071","31311/",1
"071","313110",1
"071","3132//",3
"071","31322/",2
"071","313220",2
"071","31323/",1
"071","313230",1
"071","3133//",2
"071","31331/",1
"071","313310",1
"071","31332/",1
"071","313320",1
"071","314///",31
"071","3141//",6
"071","31412/",6
"071","314120",6
"071","3149//",25
"071","31491/",6
"071","314910",6
"071","31499/",19
"071","314999",19
"071","315///",36
"071","3151//",1
"071","31511/",1
"071","315110",1
"071","3152//",33
"071","31521/",27
"071","315210",27
"071","31522/",2
"071","315220",2
"071","31524/",2
"071","315240",2
"071","31528/",2
"071","315280",2
"071","3159//",2
"071","31599/",2
"071","315990",2
"071","316///",4
"071","3162//",1
"071","31621/",1
"071","316210",1
"071","3169//",3
"071","31699/",3
"071","316998",3
"071","321///",92
"071","3211//",8
"071","32111/",8
"071","321113",6
"071","321114",2
"071","3212//",7
"071","32121/",7
"071","321214",5
"071","321219",2
"071","3219//",77
"071","32191/",26
"071","321911",11
"071","321912",3
"071","321918",12
"071","32192/",32
"071","321920",32
"071","32199/",19
"071","321991",5
"071","321992",2
"071","321999",12
"071","322///",38
"071","3221//",3
"071","32213/",3
"071","322130",3
"071","3222//",35
"071","32221/",19
"071","322211",12
"071","322212",5
"071","322219",2
"071","32222/",6
"071","322220",6
"071","32223/",4
"071","322230",4
"071","32229/",6
"071","322291",1
"071","322299",5
"071","323///",126
"071","3231//",126
"071","32311/",117
"071","323111",87
"071","323113",29
"071","323117",1
"071","32312/",9
"071","323120",9
"071","324///",14
"071","3241//",14
"071","32412/",12
"071","324121",9
"071","324122",3
"071","32419/",2
"071","324191",1
"071","324199",1
"071","325///",82
"071","3251//",10
"071","32512/",1
"071","325120",1
"071","32518/",4
"071","325180",4
"071","32519/",5
"071","325193",1
"071","325199",4
"071","3252//",16
"071","32521/",15
"071","325211",11
"071","325212",4
"071","32522/",1
"071","325220",1
"071","3253//",5
"071","32531/",4
"071","325311",1
"071","325314",3
"071","32532/",1
"071","325320",1
"071","3254//",6
"071","32541/",6
"071","325411",1
"071","325412",5
"071","3255//",11
"071","32551/",6
"071","325510",6
"071","32552/",5
"071","325520",5
"071","3256//",14
"071","32561/",7
"071","325611",3
"071","325612",4
"071","32562/",7
"071","325620",7
"071","3259//",20
"071","32591/",3
"071","325910",3
"071","32599/",17
"071","325991",5
"071","325992",1
"071","325998",11
"071","326///",134
"071","3261//",116
"071","32611/",15
"071","326111",4
"071","326112",6
"071","326113",5
"071","32612/",12
"071","326121",6
"071","326122",6
"071","32613/",2
"071","326130",2
"071","32614/",6
"071","326140",6
"071","32615/",7
"071","326150",7
"071","32616/",12
"071","326160",12
"071","32619/",62
"071","326191",5
"071","326199",57
"071","3262//",18
"071","32621/",2
"071","326211",1
"071","326212",1
